0,s,514
2375396013,r,514
2999549865,s,514
3162144899,r,514
3286274909,s,514
3332312822,r,514
3346126794,s,514
3394666910,r,514
3403043985,s,514
3449435949,r,514
3449451923,r,514
3449880838,s,514
3497973918,r,514
3498364925,s,514
3627300024,r,514
3636551856,s,514
3786312818,r,514
3788563966,s,514
3972303867,r,514
4006351947,s,514
4286077976,r,514
4304931879,s,514
4470826864,r,514
4553527832,r,514
4553597927,r,514
4553635835,r,514
4554880857,r,514
4576207876,s,514
4577252864,s,514
4656298875,r,514
4744352817,r,514
5006398916,s,514
5046168804,r,514
5547252893,r,514
5548497915,r,514
5548557996,r,514
5549139022,r,514
5549183845,r,514
5549221992,r,514
5571421861,r,514
5571498870,r,514
5571537971,r,514
5591773986,r,514
5592916965,s,514
5634220838,r,514
5634235858,r,514
5634814023,r,514
5634819984,r,514
5634886980,r,514
5634889841,r,514
5634975910,r,514
5635073900,r,514
5635236978,s,514
5636029005,r,514
5636034011,r,514
5638551950,s,514
5649699926,s,514
5678666830,r,514
5680230855,r,514
5686889886,s,514
5709788799,s,514
5724650859,r,514
5725013971,s,514
5802829980,r,514
5852582931,r,514
5852592945,r,514
5852743864,r,514
5886647939,r,514
5886667013,r,514
5886727809,r,514
5886806011,r,514
5889988899,s,514
5897827863,r,514
5897835016,r,514
5897883892,r,514
5907478809,r,514
5907568931,r,514
5907572984,r,514
5931133985,r,514
5967522859,r,514
5969949007,s,514
5973284959,s,514
5973489999,s,514
5997249841,r,514
6011240005,r,514
6011314868,r,514
6011318922,r,514
6011439800,r,514
6014972925,r,514
6015034914,r,514
6015038967,r,514
6026636838,s,514
6030574798,r,514
6049013853,s,514
6059417963,r,514
6061501026,s,514
6066488981,r,514
6066493988,r,514
6086930990,s,514
6087013959,s,514
6103982925,r,514
6125422954,s,514
6125787973,s,514
6186591863,r,514
6314165830,r,514
6396629810,r,514
6396701812,r,514
6397944927,r,514
6439188957,r,514
6439205884,r,514
6439252853,r,514
6442168951,r,514
6459272861,r,514
6459288835,r,514
6459344863,r,514
6469308853,r,514
6469441890,r,514
6478730916,r,514
6478775024,r,514
6486600875,r,514
6521585941,r,514
6521601915,r,514
6526510000,r,514
6530965805,r,514
6531421899,r,514
6531426906,r,514
6531507968,r,514
6531607866,s,514
6551731824,r,514
6551748991,r,514
6551793813,r,514
6562077999,r,514
6562131881,r,514
6562134981,r,514
6575328826,r,514
6603945016,r,514
6603995800,r,514
6614084005,r,514
6614133834,r,514
6614137887,r,514
6614336013,s,514
6624462842,r,514
6624476909,r,514
6624523878,r,514
6644351005,r,514
6644428968,r,514
6644433975,r,514
6648398876,r,514
6686318874,r,514
6686347961,r,514
6692224979,r,514
6692287921,r,514
6692332983,r,514
6696146965,r,514
6696194887,r,514
6696238994,r,514
6696379899,s,514
6717159986,r,514
6717176914,r,514
6717232942,r,514
6717235803,r,514
6730587959,r,514
6730597972,r,514
6730648994,r,514
6768380880,r,514
6768436908,r,514
6768441915,r,514
6774525880,r,514
6774537801,r,514
6774598836,r,514
6774810791,r,514
6789470911,r,514
6789489984,r,514
6789551973,r,514
6799546003,r,514
6799587965,r,514
6809863805,r,514
6809916973,r,514
6809919834,r,514
6833868980,r,514
6834031820,s,514
6850848913,r,514
6850865840,r,514
6850902795,r,514
6851034879,s,514
6861397027,r,514
6861416816,r,514
6861470937,r,514
6875157833,r,514
6875208854,r,514
6875213861,r,514
6875521898,s,514
6879778862,r,514
6892194986,r,514
6892259836,r,514
6892263889,r,514
6896346807,r,514
6896354913,r,514
6896379947,r,514
6896382808,r,514
6896397829,r,514
6896399974,r,514
6924381017,r,514
6943171978,r,514
6943245887,r,514
6943250894,r,514
6954367876,r,514
6954383850,r,514
6954459905,r,514
6964082002,r,514
6964139938,r,514
6964143991,r,514
6978538990,r,514
6978550910,r,514
6978586912,r,514
6978590011,r,514
6978605985,r,514
6978607892,r,514
6978806018,s,514
6987375020,r,514
7021652936,r,514
7021715879,r,514
7021719932,r,514
7025348901,r,514
7025354862,r,514
7025394916,r,514
7045018911,r,514
7045065879,r,514
7045069932,r,514
7045243978,s,514
7057160854,r,514
7057176828,r,514
7057232856,r,514
7060716867,r,514
7060766935,r,514
7060769796,r,514
7065973997,r,514
7065981864,r,514
7066028833,r,514
7066030979,r,514
7066220998,s,514
7108265876,r,514
7108275890,r,514
7108335971,r,514
7110217809,r,514
7119263887,r,514
7119278907,r,514
7129014015,r,514
7129028797,r,514
7129084825,r,514
7139991998,r,514
7140041828,r,514
7140046834,r,514
7143296003,r,514
7143301963,r,514
7143366813,r,514
7143369913,r,514
7143627882,r,514
7143632888,r,514
7163618803,r,514
7190603971,r,514
7190671920,r,514
7190675973,r,514
7201749801,r,514
7201766014,r,514
7201802968,r,514
7209491968,r,514
7209556818,r,514
7209561824,r,514
7209767818,s,514
7222525835,r,514
7222538948,r,514
7222592830,r,514
7225494861,r,514
7225540876,r,514
7225543975,r,514
7225691795,s,514
7226297855,r,514
7226303815,r,514
7226344823,r,514
7235124826,r,514
7235172986,r,514
7235176801,r,514
7235213994,r,514
7284014940,r,514
7284025907,r,514
7284078836,r,514
7291755914,r,514
7291762828,r,514
7291814804,r,514
7304870843,r,514
7304876804,r,514
7304930925,r,514
7308043956,r,514
7308092832,r,514
7308095932,r,514
7308917999,r,514
7308921813,r,514
7308923006,r,514
7309023857,r,514
7309027910,r,514
7309072017,r,514
7328516006,r,514
7355537891,r,514
7355549812,r,514
7355604887,r,514
7355782985,s,514
7366627931,r,514
7366647005,r,514
7366688966,r,514
7373016834,r,514
7373216867,s,514
7375488996,r,514
7375494956,r,514
7390499830,r,514
7390517950,r,514
7390573978,r,514
7391326904,r,514
7391394853,r,514
7391397953,r,514
7391438007,r,514
7391440868,r,514
7391474008,r,514
7391476869,r,514
7399979829,r,514
7399989843,r,514
7420089006,r,514
7438284873,r,514
7438351869,r,514
7438356876,r,514
7438512802,s,514
7448814868,r,514
7448835849,r,514
7448890924,r,514
7458006858,r,514
7458081960,r,514
7458086013,r,514
7464548826,r,514
7469830989,r,514
7469872951,r,514
7473795890,r,514
7473886966,r,514
7473891019,r,514
7473928928,r,514
7473932027,r,514
